sample_id,year,region,class_id,label_source,longitude,latitude,spatial_block,split
74,2022,jiangxi,0,official_product,116.38397649572116,28.62090885698263,2327_572,source_train
77,2022,jiangxi,0,official_product,116.39861903485232,28.70921324941158,2327_574,source_test
78,2022,jiangxi,0,official_product,116.35729653178282,28.7514340677652,2327_575,source_train
79,2022,jiangxi,0,official_product,116.41469887843806,28.319973236802596,2328_566,source_val
81,2022,jiangxi,0,official_product,116.4345516462171,28.624681781175934,2328_572,source_train
82,2022,jiangxi,0,official_product,116.22111193471032,28.58183214212343,2324_571,source_val
83,2022,jiangxi,0,official_product,116.29225850521256,28.533233285252567,2325_570,source_val
84,2022,jiangxi,0,official_product,116.3000738481844,28.572759157753826,2326_571,source_train
85,2022,jiangxi,0,official_product,116.30133148958215,28.533592611366213,2326_570,source_val
87,2022,jiangxi,0,official_product,116.41990910708596,28.508439783410868,2328_570,source_train
89,2022,jiangxi,0,official_product,116.522406881004,28.38887401909456,2330_567,source_train
90,2022,jiangxi,0,official_product,116.36951361964684,28.63474291235807,2327_572,source_train
92,2022,jiangxi,0,official_product,116.29675008163316,28.68181463324593,2325_573,source_train
93,2022,jiangxi,0,official_product,116.2850719829396,28.615878291391564,2325_572,source_test
96,2022,jiangxi,0,official_product,116.35091849326555,28.552906389974783,2327_571,source_train
97,2022,jiangxi,0,official_product,116.475963980815,28.310810420904573,2329_566,source_test
99,2022,jiangxi,0,official_product,116.30555357141752,28.499097304456026,2326_569,source_val
101,2022,jiangxi,0,official_product,116.15679256036736,28.51868057764983,2323_570,source_train
104,2022,jiangxi,0,official_product,116.27626849315524,28.514727990399702,2325_570,source_val
105,2022,jiangxi,0,official_product,116.2174288420454,28.446545860335032,2324_568,source_test
106,2022,jiangxi,0,official_product,116.33277252452636,28.666992431057963,2326_573,source_train
107,2022,jiangxi,0,official_product,116.29243816826938,28.66780091481367,2325_573,source_train
108,2022,jiangxi,0,official_product,116.38963588201112,28.515177148041765,2327_570,source_train
110,2022,jiangxi,0,official_product,116.33142505160018,28.668789061626203,2326_573,source_train
111,2022,jiangxi,0,official_product,116.37535266899364,28.749457774140136,2327_574,source_test
112,2022,jiangxi,0,official_product,116.3338505028673,28.575903261248243,2326_571,source_train
113,2022,jiangxi,0,official_product,116.17574701286226,28.47583093859733,2323_569,source_test
114,2022,jiangxi,0,official_product,116.1902098889366,28.464512166017425,2323_569,source_test
118,2022,jiangxi,0,official_product,116.38155104445404,28.730413490116803,2327_574,source_test
120,2022,jiangxi,0,official_product,116.31848931150886,28.484364933796464,2326_569,source_val
124,2022,jiangxi,0,official_product,116.35082866173715,28.48149032488728,2327_569,source_train
125,2022,jiangxi,0,official_product,116.35478124898728,28.576621913475535,2327_571,source_train
126,2022,jiangxi,0,official_product,116.43140754272268,28.46954273160849,2328_569,source_train
128,2022,jiangxi,0,official_product,116.40921915520492,28.5853355717315,2328_571,source_train
130,2022,jiangxi,0,official_product,116.43023973285332,28.511134729263222,2328_570,source_train
132,2022,jiangxi,0,official_product,116.2970195762184,28.64713966327892,2325_572,source_test
133,2022,jiangxi,0,official_product,116.14197035817936,28.35994826694591,2322_567,source_test
134,2022,jiangxi,0,official_product,116.34696590601544,28.45795446444335,2326_569,source_val
136,2022,jiangxi,0,official_product,116.35307444994746,28.52793322507626,2327_570,source_train
137,2022,jiangxi,0,official_product,116.34445062321991,28.664117822148786,2326_573,source_train
142,2022,jiangxi,0,official_product,116.42359219975084,28.568896402032117,2328_571,source_train
143,2022,jiangxi,0,official_product,116.2947737880081,28.625041107289583,2325_572,source_test
144,2022,jiangxi,0,official_product,116.3481337158848,28.451127268284043,2326_569,source_val
145,2022,jiangxi,0,official_product,116.36529153781149,28.74029495824212,2327_574,source_test
148,2022,jiangxi,0,official_product,116.32971825256035,28.743978050907007,2326_574,source_test
149,2022,jiangxi,0,official_product,116.30474508766184,28.48445476532488,2326_569,source_val
150,2022,jiangxi,0,official_product,116.35307444994746,28.47574110706892,2327_569,source_train
151,2022,jiangxi,0,official_product,116.18922174212406,28.454451034835284,2323_569,source_test
154,2022,jiangxi,0,official_product,116.18194538832267,28.455978170818288,2323_569,source_test
156,2022,jiangxi,0,official_product,116.34130651972548,28.568716738975287,2326_571,source_train
157,2022,jiangxi,0,official_product,116.33924039457202,28.5665607822934,2326_571,source_train
158,2022,jiangxi,0,official_product,116.08699346279126,28.459661263483177,2321_569,source_test
165,2022,jiangxi,0,official_product,116.1196023076048,28.44735434409074,2322_568,source_train
166,2022,jiangxi,0,official_product,116.3796645823574,28.74828996427078,2327_574,source_test
167,2022,jiangxi,0,official_product,116.33564713343554,28.57114219024241,2326_571,source_train
168,2022,jiangxi,0,official_product,116.29279749438304,28.644983706597035,2325_572,source_test
170,2022,jiangxi,0,official_product,116.25452926327957,28.209570288384302,2325_564,source_train
173,2022,jiangxi,0,official_product,116.45835700124628,28.52550777380914,2329_570,source_train
174,2022,jiangxi,0,official_product,116.33546747037872,28.53592823110493,2326_570,source_val
176,2022,jiangxi,0,official_product,116.46033329487132,28.61327317706761,2329_572,source_test
178,2022,jiangxi,0,official_product,116.39206133327824,28.64615151646639,2327_572,source_train
181,2022,jiangxi,0,official_product,116.09426981659264,28.387257051583145,2321_567,source_train
182,2022,jiangxi,0,official_product,116.30187047875263,28.529460361059265,2326_570,source_val
183,2022,jiangxi,0,official_product,116.22389671209108,28.184866618071016,2324_563,source_train
184,2022,jiangxi,0,official_product,116.20916434143152,28.52056703974648,2324_570,source_train
187,2022,jiangxi,0,official_product,116.33429966050936,28.736072876406755,2326_574,source_test
188,2022,jiangxi,0,official_product,116.3413963512539,28.587042370771325,2326_571,source_train
189,2022,jiangxi,0,official_product,116.0895985771152,28.38195699140684,2321_567,source_train
192,2022,jiangxi,0,official_product,116.37544250052204,28.659805908785007,2327_573,source_train
196,2022,jiangxi,0,official_product,116.48359966073002,28.46190705169348,2329_569,source_val
200,2022,jiangxi,0,official_product,116.38065272916992,28.5364672202754,2327_570,source_train
201,2022,jiangxi,0,official_product,116.24913937157484,28.53916216612776,2324_570,source_train
202,2022,jiangxi,0,official_product,116.30438576154818,28.62207666685199,2326_572,source_train
206,2022,jiangxi,0,official_product,116.34247432959484,28.492809097467187,2326_569,source_val
208,2022,jiangxi,0,official_product,116.23710194676762,28.60096625767518,2324_572,source_train
210,2022,jiangxi,0,official_product,116.33995904679932,28.553265716088436,2326_571,source_train
214,2022,jiangxi,0,official_product,116.23072390825038,28.597552659595525,2324_571,source_val
215,2022,jiangxi,0,official_product,116.38244935973816,28.55182841163384,2327_571,source_train
216,2022,jiangxi,0,official_product,116.3781374463744,28.74334923020812,2327_574,source_test
218,2022,jiangxi,0,official_product,116.36699833685132,28.70139790643974,2327_574,source_test
220,2022,jiangxi,0,official_product,116.28830591796245,28.515177148041765,2325_570,source_val
221,2022,jiangxi,0,official_product,116.33061656784449,28.57266932622541,2326_571,source_train
222,2022,jiangxi,0,official_product,116.3541524282884,28.63231746109095,2327_572,source_train
223,2022,jiangxi,0,official_product,116.3210045943044,28.685048568268765,2326_573,source_train
224,2022,jiangxi,0,official_product,116.16694352307788,28.46379351379013,2323_569,source_test
228,2022,jiangxi,0,official_product,116.1849996602887,28.468374921739137,2323_569,source_test
229,2022,jiangxi,0,official_product,116.33250302994112,28.520477208218068,2326_570,source_val
230,2022,jiangxi,0,official_product,116.20116933540284,28.48957516244436,2324_569,source_train
231,2022,jiangxi,0,official_product,116.40957848131858,28.55371487373049,2328_571,source_train
232,2022,jiangxi,0,official_product,116.06992547239298,28.43720338138019,2321_568,source_train
238,2022,jiangxi,0,official_product,116.32190290958852,28.285208435307165,2326_565,source_train
239,2022,jiangxi,0,official_product,116.39197150174984,28.672112828177443,2327_573,source_train
243,2022,jiangxi,0,official_product,116.38694093615877,28.5402401444687,2327_570,source_train
244,2022,jiangxi,0,official_product,116.37400519606744,28.64929561996081,2327_572,source_train
247,2022,jiangxi,0,official_product,116.39655290969884,28.71379465736059,2327_574,source_test
248,2022,jiangxi,0,official_product,116.34498961239038,28.288262707273173,2326_565,source_train
249,2022,jiangxi,0,official_product,116.28632962433738,28.619291889471217,2325_572,source_test
251,2022,jiangxi,0,official_product,116.26800399254134,28.502780397120915,2325_570,source_val
253,2022,jiangxi,0,official_product,116.24680375183613,28.61480031305062,2324_572,source_train
254,2022,jiangxi,0,official_product,116.37202890244238,28.542306269622173,2327_570,source_train
255,2022,jiangxi,0,official_product,116.40248179057404,28.59782215418076,2328_571,source_train
257,2022,jiangxi,0,official_product,116.37400519606744,28.665644958131782,2327_573,source_train
259,2022,jiangxi,0,official_product,116.30627222364484,28.72708972356556,2326_574,source_test
260,2022,jiangxi,0,official_product,116.1932641609026,28.442054283914437,2323_568,source_val
262,2022,jiangxi,0,official_product,116.36385423335688,28.615429133749505,2327_572,source_train
263,2022,jiangxi,0,official_product,116.2865991189226,28.676155246955982,2325_573,source_train
264,2022,jiangxi,0,official_product,116.44856536464935,28.431454163561824,2328_568,source_train
265,2022,jiangxi,0,official_product,116.28516181446804,28.6770535622401,2325_573,source_train
266,2022,jiangxi,0,official_product,116.41119544883,28.555870830412378,2328_571,source_train
267,2022,jiangxi,0,official_product,116.29414496730922,28.526226426036438,2325_570,source_val
268,2022,jiangxi,0,official_product,116.33205387229906,28.700230096570387,2326_574,source_test
271,2022,jiangxi,0,official_product,116.30627222364484,28.55730813486697,2326_571,source_train
273,2022,jiangxi,0,official_product,116.3466065799018,28.54643851992912,2326_570,source_val
274,2022,jiangxi,0,official_product,116.29423479883764,28.521285691973777,2325_570,source_val
276,2022,jiangxi,0,official_product,116.34382180252103,28.55479285207144,2326_571,source_train
282,2022,jiangxi,0,official_product,116.26414123681964,28.55515217818508,2325_571,source_train
285,2022,jiangxi,0,official_product,116.0789984567626,28.348180336723946,2321_566,source_train
286,2022,jiangxi,0,official_product,116.32531650766816,28.730054164003157,2326_574,source_test
287,2022,jiangxi,0,official_product,116.37247806008445,28.54760632979848,2327_570,source_train
289,2022,jiangxi,0,official_product,116.40041566542055,28.5304485078718,2328_570,source_train
290,2022,jiangxi,0,official_product,116.34624725378816,28.45570867623305,2326_569,source_val
293,2022,jiangxi,0,official_product,116.44901452229142,28.501522755723148,2328_570,source_train
294,2022,jiangxi,0,official_product,116.17844195871464,28.441694957800788,2323_568,source_val
296,2022,jiangxi,0,official_product,116.15212132088992,28.4793343682054,2323_569,source_test
298,2022,jiangxi,0,official_product,116.30564340294596,28.6672619256432,2326_573,source_train
300,2022,jiangxi,0,official_product,116.43050922743856,28.514638158871293,2328_570,source_train
301,2022,jiangxi,0,official_product,116.4331143417625,28.464961323659484,2328_569,source_train
302,2022,jiangxi,0,official_product,116.30124165805375,28.62899369453971,2326_572,source_train
308,2022,jiangxi,0,official_product,116.35100832479398,28.73274910985551,2327_574,source_test
309,2022,jiangxi,0,official_product,116.39673257275568,28.57491511443571,2327_571,source_train
310,2022,jiangxi,0,official_product,116.31148245229272,28.678041709052632,2326_573,source_train
311,2022,jiangxi,0,official_product,116.4006851600058,28.723047304787023,2328_574,source_train
312,2022,jiangxi,0,official_product,116.34759472671432,28.704721672990985,2326_574,source_test
314,2022,jiangxi,0,official_product,116.33672511177647,28.50574483755851,2326_570,source_val
315,2022,jiangxi,0,official_product,116.38200020209612,28.62171734073834,2327_572,source_train
317,2022,jiangxi,0,official_product,116.30779935962784,28.674717942501392,2326_573,source_train
318,2022,jiangxi,0,official_product,116.2782447867803,28.58138298448137,2325_571,source_train
320,2022,jiangxi,0,official_product,116.31786049080998,28.28484910919352,2326_565,source_train
322,2022,jiangxi,0,official_product,116.28821608643403,28.617405427374567,2325_572,source_test
324,2022,jiangxi,0,official_product,116.34166584583916,28.66681276800114,2326_573,source_train
325,2022,jiangxi,0,official_product,116.43437198316028,28.61938172099963,2328_572,source_train
326,2022,jiangxi,0,official_product,116.32828094810576,28.69403172110996,2326_573,source_train
327,2022,jiangxi,0,official_product,116.29082120075796,28.68136547560388,2325_573,source_train
329,2022,jiangxi,0,official_product,116.16685369154948,28.22789592018034,2323_564,source_train
330,2022,jiangxi,0,official_product,116.27213624284828,28.568896402032117,2325_571,source_train
331,2022,jiangxi,0,official_product,116.1721537517258,28.4478035017328,2323_568,source_val
333,2022,jiangxi,0,official_product,116.37912559318691,28.55515217818508,2327_571,source_train
334,2022,jiangxi,0,official_product,116.42700579783047,28.65306854415411,2328_573,source_train
335,2022,jiangxi,0,official_product,116.42044809625642,28.62540043340323,2328_572,source_train
336,2022,jiangxi,0,official_product,116.45988413722928,28.589288158981624,2329_571,source_train
337,2022,jiangxi,0,official_product,116.03426235561344,28.39848599263464,2320_567,source_test
338,2022,jiangxi,0,official_product,116.21158979269865,28.560811564475035,2324_571,source_val
339,2022,jiangxi,0,official_product,116.40715303005146,28.721430337275606,2328_574,source_train
341,2022,jiangxi,0,official_product,116.2819278794452,28.530807833985445,2325_570,source_val
342,2022,jiangxi,0,official_product,116.14861789128186,28.39776734040734,2322_567,source_test
343,2022,jiangxi,0,official_product,116.19533028605608,28.46478166060266,2323_569,source_test
344,2022,jiangxi,0,official_product,116.13406518367913,28.39013166049233,2322_567,source_test
348,2022,jiangxi,0,official_product,116.52007126126529,28.425884608800285,2330_568,source_test
350,2022,jiangxi,0,official_product,116.43176686883632,28.609140926760663,2328_572,source_train
353,2022,jiangxi,0,official_product,116.29037204311592,28.510236413979108,2325_570,source_val
354,2022,jiangxi,0,official_product,116.34498961239038,28.496402358603667,2326_569,source_val
355,2022,jiangxi,0,official_product,116.33897089998678,28.469632563136905,2326_569,source_val
357,2022,jiangxi,0,official_product,116.32603515989544,28.697265656132792,2326_573,source_train
358,2022,jiangxi,0,official_product,116.45727902290533,28.54302492184947,2329_570,source_train
359,2022,jiangxi,0,official_product,116.42449051503496,28.53386210595145,2328_570,source_train
360,2022,jiangxi,0,official_product,116.39834954026708,28.67372979568886,2327_573,source_train
361,2022,jiangxi,0,official_product,116.22605266877297,28.58632371854403,2324_571,source_val
366,2022,jiangxi,0,official_product,116.41146494341524,28.55236740080431,2328_571,source_train
368,2022,jiangxi,0,official_product,116.33870140540157,28.749457774140136,2326_574,source_test
369,2022,jiangxi,0,official_product,116.40095465459105,28.34656336921253,2328_566,source_val
370,2022,jiangxi,0,official_product,116.37634081580616,28.60959008440273,2327_572,source_train
372,2022,jiangxi,0,official_product,116.33924039457202,28.53970115529823,2326_570,source_val
376,2022,jiangxi,0,official_product,116.17835212718622,28.478346221392865,2323_569,source_test
378,2022,jiangxi,0,official_product,116.37319671231174,28.7514340677652,2327_575,source_train
379,2022,jiangxi,0,official_product,116.21913564108524,28.574555788322066,2324_571,source_val
381,2022,jiangxi,0,official_product,116.29540260870698,28.517602599308887,2325_570,source_val
382,2022,jiangxi,0,official_product,116.35532023815776,28.59467805068634,2327_571,source_train
383,2022,jiangxi,0,official_product,116.29980435359916,28.506553321314215,2325_570,source_val
384,2022,jiangxi,0,official_product,116.42736512394414,28.515805968740647,2328_570,source_train
385,2022,jiangxi,0,official_product,116.412722584813,28.427860902425348,2328_568,source_train
386,2022,jiangxi,0,official_product,116.23871891427903,28.483915776154404,2324_569,source_train
387,2022,jiangxi,0,official_product,116.41838197110296,28.6342039231876,2328_572,source_train
388,2022,jiangxi,0,official_product,116.43212619494996,28.52263316489996,2328_570,source_train
390,2022,jiangxi,0,official_product,116.3781374463744,28.734635571952165,2327_574,source_test
391,2022,jiangxi,0,official_product,116.17628600203274,28.45732564374447,2323_569,source_test
393,2022,jiangxi,0,official_product,116.20575074335186,28.447264512562327,2324_568,source_test
394,2022,jiangxi,0,official_product,116.4427263153026,28.564494657139925,2328_571,source_train
395,2022,jiangxi,0,official_product,116.10181566497924,28.355726185110548,2322_567,source_test
396,2022,jiangxi,0,official_product,116.5118965921798,28.40243857988477,2330_568,source_test
398,2022,jiangxi,0,official_product,116.34445062321991,28.570782864128763,2326_571,source_train
400,2022,jiangxi,0,official_product,116.36439322252735,28.70759628190017,2327_574,source_test
402,2022,jiangxi,0,official_product,116.36574069545354,28.54500121547453,2327_570,source_train
403,2022,jiangxi,0,official_product,116.2880364233772,28.59647468125458,2325_571,source_train
404,2022,jiangxi,0,official_product,116.18077757845332,28.54212660656535,2323_570,source_train
405,2022,jiangxi,0,official_product,116.28031091193378,28.612734187897143,2325_572,source_test
407,2022,jiangxi,0,official_product,116.35819484706694,28.553445379145256,2327_571,source_train
408,2022,jiangxi,0,official_product,116.04836590557412,28.3636313596108,2320_567,source_test
411,2022,jiangxi,0,official_product,116.3857731262894,28.562159037401216,2327_571,source_train
412,2022,jiangxi,0,official_product,116.3429234872369,28.57239983164018,2326_571,source_train
413,2022,jiangxi,0,official_product,116.4459602503254,28.44268310461332,2328_568,source_train
415,2022,jiangxi,0,official_product,116.47803010596849,28.310361263262514,2329_566,source_test
416,2022,jiangxi,0,official_product,116.31992661596344,28.2839507939094,2326_565,source_train
418,2022,jiangxi,0,official_product,116.45611121303595,28.319524079160534,2329_566,source_test
420,2022,jiangxi,0,official_product,116.28606012975214,28.53745536708793,2325_570,source_val
421,2022,jiangxi,0,official_product,116.38316801196548,28.54428256324724,2327_570,source_train
423,2022,jiangxi,0,official_product,116.4120039325857,28.51212287607576,2328_570,source_train
426,2022,jiangxi,0,official_product,116.42161590612578,28.681724801717525,2328_573,source_train
427,2022,jiangxi,0,official_product,116.32792162199212,28.655673658478054,2326_573,source_train
428,2022,jiangxi,0,official_product,116.3368149433049,28.61354267165285,2326_572,source_train
431,2022,jiangxi,0,official_product,116.42799394464302,28.50161258725156,2328_570,source_train
432,2022,jiangxi,0,official_product,116.25695471454668,28.263379373903064,2325_565,source_test
433,2022,jiangxi,0,official_product,116.23862908275063,28.516883947081592,2324_570,source_train
434,2022,jiangxi,0,official_product,116.44066019014912,28.52739423590579,2328_570,source_train
437,2022,jiangxi,0,official_product,116.30016367971282,28.50287022864933,2326_570,source_val
439,2022,jiangxi,0,official_product,116.49644556929292,28.45472052942052,2329_569,source_val
441,2022,jiangxi,0,official_product,116.42233455835309,28.61192570414144,2328_572,source_train
442,2022,jiangxi,0,official_product,116.16236211512889,28.46567997588678,2323_569,source_test
443,2022,jiangxi,0,official_product,116.27662781926888,28.575633766663007,2325_571,source_train
444,2022,jiangxi,0,official_product,116.30240946792313,28.673999290274097,2326_573,source_train
445,2022,jiangxi,0,official_product,116.1992828733062,28.555242009713496,2323_571,source_test
449,2022,jiangxi,0,official_product,116.33358100828208,28.67238232276268,2326_573,source_train
451,2022,jiangxi,0,official_product,116.33411999745252,28.51661445249636,2326_570,source_val
452,2022,jiangxi,0,official_product,116.15849935940716,28.39588087831069,2323_567,source_train
453,2022,jiangxi,0,official_product,116.21626103217604,28.56844724439005,2324_571,source_val
454,2022,jiangxi,0,official_product,116.16532655556648,28.345754885456824,2323_566,source_train
456,2022,jiangxi,0,official_product,116.37723913109028,28.528112888133087,2327_570,source_train
458,2022,jiangxi,0,official_product,116.2932466520251,28.5094279302234,2325_570,source_val
460,2022,jiangxi,0,official_product,116.30276879403677,28.548953802724657,2326_570,source_val
461,2022,jiangxi,0,official_product,116.38739009380082,28.654505848608704,2327_573,source_train
462,2022,jiangxi,0,official_product,116.21194911881229,28.55317588456002,2324_571,source_val
463,2022,jiangxi,0,official_product,116.41146494341524,28.559553923077267,2328_571,source_train
466,2022,jiangxi,0,official_product,116.24123419707458,28.4500492899431,2324_569,source_train
467,2022,jiangxi,0,official_product,116.3503795040951,28.64669050563686,2327_572,source_train
468,2022,jiangxi,0,official_product,116.40571572559686,28.714333646531063,2328_574,source_train
469,2022,jiangxi,0,official_product,116.33555730190712,28.60518833951054,2326_572,source_train
470,2022,jiangxi,0,official_product,116.40176313834674,28.44771367020439,2328_568,source_train
472,2022,jiangxi,0,official_product,116.41514803608013,28.55317588456002,2328_571,source_train
474,2022,jiangxi,0,official_product,116.2992653644287,28.646870168693685,2325_572,source_test
475,2022,jiangxi,0,official_product,116.45296710954156,28.32042239444465,2329_566,source_test
476,2022,jiangxi,0,official_product,116.3803832345847,28.314493513569463,2327_566,source_train
478,2022,jiangxi,0,official_product,116.4706639206387,28.48301746087029,2329_569,source_val
480,2022,jiangxi,0,official_product,116.38011373999946,28.725113429940496,2327_574,source_test
481,2022,jiangxi,0,official_product,116.28318552084296,28.223404343759743,2325_564,source_train
482,2022,jiangxi,0,official_product,116.17718431731686,28.445827208107737,2323_568,source_val
483,2022,jiangxi,0,official_product,116.071452608376,28.45750530680129,2321_569,source_test
485,2022,jiangxi,0,official_product,116.28516181446804,28.50996691939387,2325_570,source_val
486,2022,jiangxi,0,official_product,116.40311061127292,28.71595061404248,2328_574,source_train
489,2022,jiangxi,0,official_product,116.34714556907228,28.489844657029597,2326_569,source_val
491,2022,jiangxi,0,official_product,116.4022122959888,28.500354945853797,2328_570,source_train
493,2022,jiangxi,0,official_product,116.27959225970648,28.560182743776156,2325_571,source_train
494,2022,jiangxi,0,official_product,116.19452180230036,28.466937617284547,2323_569,source_test
495,2022,jiangxi,0,official_product,116.07172210296122,28.332549650780265,2321_566,source_train
496,2022,jiangxi,0,official_product,116.14259917887826,28.458223959028587,2322_569,source_val
497,2022,jiangxi,0,official_product,116.17421987687926,28.450139121471512,2323_569,source_test
498,2022,jiangxi,0,official_product,116.35505074357252,28.55191824316225,2327_571,source_train
499,2022,jiangxi,0,official_product,116.33645561719123,28.561260722117098,2326_571,source_train
500,2022,jiangxi,0,official_product,116.34741506365752,28.580215174612015,2326_571,source_train
502,2022,jiangxi,0,official_product,116.21455423313624,28.564494657139925,2324_571,source_val
504,2022,jiangxi,0,official_product,116.46419605059305,28.55811661862268,2329_571,source_train
505,2022,jiangxi,0,official_product,116.28623979280896,28.53269429608209,2325_570,source_val
506,2022,jiangxi,0,official_product,116.29513311412175,28.49748033694461,2325_569,source_train
507,2022,jiangxi,0,official_product,116.42143624306895,28.53161631774115,2328_570,source_train
508,2022,jiangxi,0,official_product,116.3051942453039,28.62342413977817,2326_572,source_train
510,2022,jiangxi,0,official_product,116.3962834151136,28.62540043340323,2327_572,source_train
514,2022,jiangxi,0,official_product,116.33663528024807,28.554433525957787,2326_571,source_train
515,2022,jiangxi,0,official_product,116.45575188692231,28.462356209335532,2329_569,source_val
517,2022,jiangxi,0,official_product,116.31696217552586,28.65405669096664,2326_573,source_train
518,2022,jiangxi,0,official_product,116.27384304188811,28.608512106061784,2325_572,source_test
519,2022,jiangxi,0,official_product,116.39215116480666,28.528023056604678,2327_570,source_train
520,2022,jiangxi,0,official_product,116.11538022576944,28.403965715867766,2322_568,source_train
521,2022,jiangxi,0,official_product,116.35963215152154,28.438910180420017,2327_568,source_train
522,2022,jiangxi,0,official_product,116.17017745810072,28.5379943562584,2323_570,source_train
524,2022,jiangxi,0,official_product,116.35783552095327,28.5364672202754,2327_570,source_train
525,2022,jiangxi,0,official_product,116.18032842081128,28.46792576409708,2323_569,source_test
527,2022,jiangxi,0,official_product,116.3480438843564,28.71666926626977,2326_574,source_test
529,2022,jiangxi,0,official_product,116.35064899868034,28.72349646242908,2327_574,source_test
530,2022,jiangxi,0,official_product,116.3482235474132,28.72017269587784,2326_574,source_test
533,2022,jiangxi,0,official_product,116.36071012986248,28.28574742447764,2327_565,source_test
534,2022,jiangxi,0,official_product,116.38900706131224,28.54167744892329,2327_570,source_train
535,2022,jiangxi,0,official_product,116.27635832468366,28.568537075918464,2325_571,source_train
536,2022,jiangxi,0,official_product,116.26584803585943,28.60815277994813,2325_572,source_test
539,2022,jiangxi,0,official_product,116.39152234410776,28.54284525879265,2327_570,source_train
543,2022,jiangxi,0,official_product,116.31741133316793,28.61803424807345,2326_572,source_train
545,2022,jiangxi,0,official_product,116.42916175451238,28.65279904956888,2328_573,source_train
548,2022,jiangxi,0,official_product,116.1858979755728,28.298413669983724,2323_565,source_val
549,2022,jiangxi,0,official_product,116.41919045485864,28.570513369543526,2328_571,source_train
551,2022,jiangxi,0,official_product,116.37059159798778,28.75098491012314,2327_575,source_train
552,2022,jiangxi,0,official_product,116.30438576154818,28.683790926871,2326_573,source_train
554,2022,jiangxi,0,official_product,116.08618497903556,28.46163755710824,2321_569,source_test
